docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,lineage_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score
1118039,Engagement,Workaholism,workaholism,Q19269381,,workaholism,context,context,no,90.9,104.5
1118039,Engagement,Fatigue émotionnelle,,,,,,none,no,0,0
1118039,Engagement,Epuisement professionnel,,,,,,none,no,0,0
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Perfume,Perfume,Q3008476,,Perfume > film > audiovisual work > creative work,context,context,no,100,115
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Perfumery,Perfumery,Q64322129,,Perfumery > scholarly article > scientific publication > publication,context,context,no,100,111
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Parfum,Parfum,Q23862351,,Parfum > encyclopedia article > reference work entry > article,context,context,no,100,112
1119244,From Industry to Luxury: French Perfume in the Nineteenth Century,Parfumerie,Parfumerie,Q27762482,,Parfumerie > literary work > written work > intellectual work,context,context,no,100,111
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Luxury,Luxury,Q6706449,,Luxury > album > release group > group,context,context,no,100,110
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Industrial heritage,Industrial Heritage,Q71248244,,Industrial Heritage > heritage designation > designation > nomination,exact_label,exact_label,no,100,50
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Patrimoine industriel,Patrimoine industriel de l'Orne,Q21027408,,Patrimoine industriel de l'Orne,context,context,no,80.8,51.5
1119263,Le patrimoine des industries du luxe : Bernardaud et Baccarat à l’heure de la valorisation,Luxe,Luxe,Q27658964,,Luxe > painting > two-dimensional visual artwork > visual artwork,context,context,no,100,112
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,History of ideas,history of ideas,Q570018,11963618j,history of ideas > academic discipline > field of study > knowledge system,context,context,no,93.8,106.2
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,Fashion,Fashion,Q2561353,,Fashion > single > release group > group,context,context,no,100,110
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,Mode,fashion,Q12684,119325083,fashion,context,context,no,75,97
1119266,La mode : naissance et développement d’un objet d’étude en sociologie,Histoire des idées,history of ideas,Q570018,11963618j,history of ideas > academic discipline > field of study > knowledge system,exact_label,exact_label,no,100,50
1119281,Fashion sprayed and displayed : the parisian market of perfumery at the turn of the XXth century,Perfumery,Perfumery,Q64322129,,Perfumery > scholarly article > scientific publication > publication,context,context,no,100,111
1119281,Fashion sprayed and displayed : the parisian market of perfumery at the turn of the XXth century,Parfumerie,Parfumerie,Q27762482,,Parfumerie > literary work > written work > intellectual work,context,context,no,100,110
1119287,Uses of Heritage by French Luxury Houses : between Tourism Development and Brand Communication,Industrial heritage,Industrial Heritage,Q71248244,,Industrial Heritage > heritage designation > designation > nomination,exact_label,exact_label,no,100,50
1119287,Uses of Heritage by French Luxury Houses : between Tourism Development and Brand Communication,Patrimoine industriel,Patrimoine industriel de l'Orne,Q21027408,,Patrimoine industriel de l'Orne,context,context,no,80.8,48.5
1119298,"Compte-rendu de lecture de Morag Martin, Selling Beauty: Cosmetics, Commerce, and French Society, 1750-1830, Baltimore, John Hopkins University Press, 2009",History of marketing,history of marketing,Q3566673,,history of marketing > aspect of history > aspect > point of view,context,context,no,95,108
1119298,"Compte-rendu de lecture de Morag Martin, Selling Beauty: Cosmetics, Commerce, and French Society, 1750-1830, Baltimore, John Hopkins University Press, 2009",Histoire du marketing,Histoire du marketing du champagne,Q132167558,,Histoire du marketing du champagne > aspect of history > aspect > point of view,context,context,no,76.4,45.8
1119300,"Compte-rendu de lecture de Luc Marco, Histoire managériale du Bazar Bonne-Nouvelle : Galeries marchandes à Paris, 1835-1863",History of marketing,history of marketing,Q3566673,,history of marketing > aspect of history > aspect > point of view,context,context,no,95,107
1119300,"Compte-rendu de lecture de Luc Marco, Histoire managériale du Bazar Bonne-Nouvelle : Galeries marchandes à Paris, 1835-1863",Histoire du marketing,Histoire du marketing du champagne,Q132167558,,Histoire du marketing du champagne > aspect of history > aspect > point of view,context,context,no,76.4,47.8
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Situated learning,Situated learning,Q2290699,15044742h,Situated learning > umbrella term > word or phrase > form,context,context,no,100,122
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge engineering Paper type Conceptual paper,,,,,,none,no,0,0
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Activity theory-based approach,,,,,,none,no,0,0
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowing in action,,,,,,none,no,0,0
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge modelling,,,,,,none,no,0,0
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowing communities,,,,,,none,no,0,0
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Tacit knowledge,Tacit knowledge,Q47846966,,Tacit knowledge > scholarly article > scientific publication > publication,context,context,no,100,112
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Business modelling,business modelling,Q121433935,,business modelling,context,context,no,94.4,107.7
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge management,knowledge management,Q192060,13183229d,knowledge management > type of management > type > class,context,context,no,95,113
1119721,Knowledge management in a French research community: a case study of GeCSO congress,Knowledge transfer,knowledge transfer,Q2586354,,knowledge transfer > industry > group > set,context,context,no,94.4,107.7
1120299,Semantic interoperability platform for Healthcare Information Exchange,Semantic interoperability,Semantic interoperability,Q112782280,,Semantic interoperability > scholarly article > scientific publication > publication,context,context,no,100,113
1120299,Semantic interoperability platform for Healthcare Information Exchange,Health information systems,Health information systems,Q93579910,,Health information systems > scholarly article > scientific publication > publication,context,context,no,100,114
1120299,Semantic interoperability platform for Healthcare Information Exchange,Information model,information model,Q1662581,,information model > field of study > knowledge system > conceptual system,context,context,no,94.1,114.5
1120299,Semantic interoperability platform for Healthcare Information Exchange,Reference terminology,,,,,,none,no,0,0
1120299,Semantic interoperability platform for Healthcare Information Exchange,Semantic web,Semantic Web,Q54837,14521343b,Semantic Web > information system > system > collective entity,context,context,no,91.7,113
1120299,Semantic interoperability platform for Healthcare Information Exchange,Interface terminology,,,,,,none,no,0,0
