kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,y
EDF,Q104538074,Apollinopolis Magna,none,0,0,0,1.1,1,0,18.5,0,0.667,0
EDF,Q321656,Mainz-Finthen airfield,none,0,0,0,2.2,1,0,23.8,0,0.286,0
EDF,Q105733827,EDF Sport Énergie,none,0,0,1,0,1,0,22.9,0,1,0
EDF,Q5337070,Edford Township,none,0,0,0,2.2,1,0,14.3,0,1,0
EDF,Q1603917,Edfu South Pyramid,none,0,0,0,1.95,2,0,31.6,0,1,0
EDF,Q895664,Allendorf/Eder airfield,none,0,0,0,1.95,1,0,23.8,0,0.667,0
EDF,Q1433732,Michelstadt/Odw. airfield,none,0,0,0,1.61,1,0,16.9,0,0.667,0
EDF,Q1294042,Worms airfield,none,0,0,0,1.61,1,0,23.8,0,0.5,0
EDF,Q1433465,Anspach/Taunus airfield,none,0,0,0,1.61,1,0,16.9,0,0.667,0
EDF,Q12694229,Ober-Mörlen airfield,none,0,0,0,1.61,1,0,16.9,0,0.667,0
EDF,Q160659,London Eye,none,0,0,1,4.37,2,0,32.8,0,0.143,0
EDF,Q315060,aéroport de Mannheim,none,0,0,0,2.4,1,0,23.8,0,0.5,0
EDF,Q1359305,Amplificateur optique,none,0,0,0,3.26,0,1,0,13.3,0.5,0
EDF,Q1364853,Coupe d'Angleterre de rugby à XV,none,0,0,1,2.64,1,0,28.5,0,0.222,0
EDF,Q11992617,EDF Norte Fluminense,none,0,0,1,1.1,2,0,29.6,0,0.5,0
EDF,Q64822949,EDF Hydro Alpes,none,0,0,1,0,0,0,0,0,0.667,0
EDF,Q1615045,Robertsfors,none,0,0,0,3.22,1,0,23.3,0,1,0
EDF,Q85304066,European Down and Feather Association,none,0,0,0,0,1,0,32.6,0,0.5,0
EDF,Q112115564,EDF Corse,none,0,0,1,0,0,0,0,0,1,0
EDF,Q1345899,Environmental Defense Fund,none,0,0,0,1.95,3,0,42.9,0,1,0
EDF,Q327578,Johannes Edfelt,none,0,0,0,2.3,1,0,31.4,0,1,0
EDF,Q523542,Catti Edfeldt,none,0,0,0,2.08,1,0,31.4,0,1,0
performance evaluation,Q1430184,performance appraisal,alias,0,1,3,3.22,1,2,25.8,33.7,0.222,1
performance evaluation,Q106246368,"Performance Evaluation and Benchmarking, First TPC Technology Conference, TPCTC 2009, Lyon, France, August 24-28, 2009",none,0,0,2,0,1,0,32.7,0,0.667,0
performance evaluation,Q106339358,"Performance Evaluation and Benchmarking for the Era of Artificial Intelligence - 10th TPC Technology Conference, TPCTC 2018, Rio de Janeiro, Brazil, August 27-31, 2018",none,0,0,1,0,1,0,32.7,0,0.667,0
performance evaluation,Q106339357,"Performance Evaluation and Benchmarking for the Era of Cloud(s) - 11th TPC Technology Conference, TPCTC 2019, Los Angeles, CA, USA, August 26, 2019",none,0,0,1,0,1,0,32.7,0,0.667,0
performance evaluation,Q7118987,PEPA,none,0,0,1,0.69,2,0,33.4,0,0.667,0
performance evaluation,Q66357298,Performance Evaluation of Vector 60 Pound Thrust Engine (NAID 101940612),none,0,0,1,0,1,0,31.7,0,1,0
performance evaluation,Q66357299,Performance Evaluation of Vector 60 Pound Thrust Engine (NAID 101940613),none,0,0,1,0,1,0,31.7,0,1,0
performance evaluation,Q26357891,Performance evaluation of solid cementitious seals,none,0,0,1,0,1,0,20.3,0,1,0
semantic web,Q54837,Semantic Web,label,1,1,5.8,3.83,5,3,45.9,46.1,0.286,1
semantic web,Q58821780,Proceedings of the 5th International Workshop on Semantic Web Applications and Tools for Life Sciences,none,0,0,2.9,0,1,0,32,0,0.5,0
semantic web,Q27726215,The Semantic Web - ISWC,none,0,0,2.9,0,1,0,12.9,0,0.333,0
semantic web,Q29129469,Semantic Web in Libraries Conference,none,0,0,2.9,0,2,1,33.8,21,0.5,0
semantic web,Q56846035,Semantic Web Applications and Tools for Healthcare and Life Sciences,none,0,0,2.9,0,1,0,27.2,0,0.667,0
semantic web,Q1482252,Semantic Web Service,none,0,0,2.9,1.79,0,1,0,34.6,0.667,0
semantic web,Q51758120,SWIB18,none,0,0,1.9,0.69,2,0,38.4,0,0.5,0
semantic web,Q58821312,Proceedings of the Workshop on Semantic Web Applications and Tools for Life Sciences,none,0,0,1.9,0,1,0,32,0,0.667,0
semantic web,Q56539593,Semantic Web Framework,none,0,0,2.9,0,2,1,36.9,28.1,0.667,0
semantic web,Q59264323,SWIB19,none,0,0,1.9,0,2,0,38.4,0,0.4,0
semantic web,Q44801561,SWIB17,none,0,0,1.9,0,2,0,38.4,0,0.5,0
semantic web,Q45247941,SWIB15,none,0,0,1.9,0,2,0,33,0,0.5,0
semantic web,Q44834930,SWIB16,none,0,0,1.9,0,2,0,38.4,0,0.5,0
semantic web,Q3478367,Semantic Web Rule Language,none,0,0,1.9,1.1,4,0,43.5,0,0.4,0
semantic web,Q106067050,"Semantic Web - Joint International Semantic Technology Conference, JIST 2011, Hangzhou, China, December 4-7, 2011",none,0,0,2.9,0,1,0,32.9,0,0.667,0
semantic web,Q106067117,"Semantic Web and Web Science - 8th Chinese Conference, CSWS 2014, Wuhan, China, August 8-12, 2014",none,0,0,1.9,0,1,0,32.9,0,0.667,0
semantic web,Q1026884,Semantic Web Stack,none,0,0,1.9,1.61,0,0,0,0,0.5,0
semantic web,Q113582035,Semantic Web Challenge on Mining the Web of HTML-embedded Product Data,none,0,0,2.9,0,1,0,6.8,0,1,0
semantic web,Q113674234,Semantic Web in Provenance Management SWPM-2009,none,0,0,1.9,0,1,0,6.8,0,1,0
semantic web,Q60675028,Semantic Web for Earth and Environmental Terminology,none,0,0,2.9,0,1,0,24.6,0,0.667,0
semantic web,Q97119874,Semantic Web and Linked Data Research Guide (UCLA Library),none,0,0,2.9,0,1,0,22.4,0,1,0
semantic web,Q113674245,Semantic Web and New Technologies,none,0,0,2.9,0,1,0,6.8,0,1,0
semantic web,Q115250771,Semantic Web Challenge on Knowledge Base Construction from Pre-trained Language Models 2022,none,0,0,2.9,0,2,0,19,0,0.667,0
semantic web,Q105696294,Semantic Web Applications and Perspectives,none,0,0,1.9,0,1,0,27.2,0,0.667,0
semantic web,Q113582110,Semantic Web Challenge on Tabular Data to Knowledge Graph Matching (SemTab 2020),none,0,0,2.9,0,2,0,19,0,1,0
semantic web,Q113673292,Semantic Web Challenge 2007,none,0,0,1.9,0,1,0,6.8,0,1,0
semantic web,Q113649505,Semantic Web for the Law and Second Doctoral Consortium Workshops,none,0,0,1.9,0,1,0,6.8,0,1,0
semantic web,Q113673291,"Semantic Web and Web 2.0 in Architectural, Product and Engineering Design",none,0,0,1.9,0,1,0,6.8,0,1,0
semantic web,Q109744747,Semantic Web und LOD in der digitalen Archäologie Ein Blick in die Praxis,none,0,0,1.9,0,1,0,19.5,0,1,0
semantic web,Q116156382,Semantic Web Challenge on Tabular Data to Knowledge Graph Matching,none,0,0,2.9,0,2,0,19,0,1,0
semantic web,Q21830201,Semantic Web task force,none,0,0,1.9,0.69,1,0,15.8,0,0.4,0
semantic web,Q125207931,semantic web challenge chair,none,0,0,1.9,0,0,1,0,21.1,1,0
semantic web,Q120910069,Semantic Web of Things,none,0,0,1.9,0,3,0,39.6,0,0.667,0
semantic web,Q113546206,Semantic Web Workshop 2002,none,0,0,1.9,0,1,0,32,0,1,0
information model,Q1662581,information model,label,1,1,1.9,2.56,2,1,36.9,29,0.333,1
information model,Q106333424,"Information Modelling and Knowledge Bases XXXI - 29th International Conference on Information Modelling and Knowledge Bases, EJC 2019, Lappeenranta, Finland, June 3-7 2019",none,0,0,1.9,0,1,0,32.9,0,0.667,0
information model,Q106243576,"Information Modelling and Knowledge Bases XXVII, 25th International Conference on Information Modelling and Knowledge Bases (EJC 2015), Maribor, Slovenia, June 8-12, 2015",none,0,0,1.9,0,1,0,32.9,0,0.667,0
information model,Q106333427,"Information Modelling and Knowledge Bases XXVIII, 26th International Conference on Information Modelling and Knowledge Bases (EJC 2016), Tampere, Finland, June 6-10, 2016",none,0,0,1.9,0,1,0,32.9,0,0.667,0
health information systems,Q70323677,health information system,label,1,1,4.9,0,0,0,0,0,0.667,0
health information systems,Q113168820,health information systems research,none,0,0,2.9,0,1,0,18.7,0,1,1
semantic interoperability,Q5258530,semantic interoperability,label,1,1,4.9,2.08,0,1,0,27.9,0.667,1
semantic interoperability,Q110392268,Semantic Interoperability Community,none,0,0,1.9,0,1,0,21.5,0,0.667,0
image processing,Q327008,image processing,label,1,0,4.2,3.61,0,2,0,42.5,0.667,1
image processing,Q1070689,digital image processing,none,0,0,3.1,3.43,0,2,0,41.2,0.5,0
image processing,Q15623421,image processing software,none,0,0,2.1,0,1,1,14.6,31.7,1,0
image processing,Q861004,image processor,none,0,0,2.1,2.3,0,1,0,29.6,0.286,0
image processing,Q30263217,Image Processing Systems Institute,none,0,0,3.1,0,1,0,26.3,0,0.4,0
image processing,Q28206383,Image Processing Lab,none,0,0,2.1,0,1,0,25.6,0,0.5,0
image processing,Q105698645,Image Processing: Algorithms and Systems,none,0,0,2.1,0,1,0,28.9,0,0.667,0
image processing,Q105699627,"Image Processing, Image Quality, Image Capture Systems Conference",none,0,0,2.1,0,1,0,28.9,0,0.667,0
image processing,Q106335539,"Image Processing: Algorithms and Systems XVII, Burlingame, CA, USA, 13-17 January 2019",none,0,0,2.1,0,1,0,34.8,0,0.667,0
image processing,Q106335541,"Image Processing: Algorithms and Systems VI, San Jose, California, USA, January 28-29, 2008",none,0,0,2.1,0,1,0,34.8,0,0.667,0
image processing,Q106335542,"Image Processing: Algorithms and Systems II, Santa Clara, California, USA, January 20, 2003",none,0,0,2.1,0,1,0,34.8,0,0.667,0
image processing,Q52637379,Image Processing On Line,none,0,0,2.1,0,1,0,20.2,0,1,0
image processing,Q106335540,"Image Processing: Algorithms and Systems VII, San Jose, California, USA, January 19-22, 2009",none,0,0,2.1,0,1,0,34.8,0,0.667,0
image processing,Q13360783,Modèle:Palette Logiciels de traitement d'image,none,0,0,1,2.2,1,0,31.2,0,1,0
regularity,Q4184950,regularity,label,1,0,2.1,1.61,0,1,0,26.6,1,1
regularity,Q442701,Regularity rally,none,0,0,1,2.08,0,1,0,18.8,0.667,0
regularity,Q28401890,Regularity structure,none,0,0,2.1,0.69,0,0,0,0,1,0
regularity,Q117467430,Regularity theory,none,0,0,2.1,0.69,0,0,0,0,1,0
van gogh,Q224124,Van Gogh Museum,none,0,0,4.2,4.11,3,0,44.2,0,0.182,0
van gogh,Q42865365,van Gogh,label,1,0,2.1,1.1,2,0,34.6,0,1,0
van gogh,Q2509824,Van Gogh,label,1,0,2.1,2.56,1,0,21.9,0,1,0
van gogh,Q29829095,T-box transcription factor 1,alias,0,1,2.1,0,1,0,27.9,0,0.25,0
van gogh,Q154160,4457 van Gogh,alias,0,1,2.1,3.26,1,0,25.5,0,0.667,0
van gogh,Q21981325,VANGL planar cell polarity 2,none,0,0,2.1,0,1,0,27.9,0,0.222,0
van gogh,Q29723017,Vang,alias,0,1,2.1,0,1,0,17,0,0.154,0
van gogh,Q29826330,VANGL planar cell polarity protein 2,none,0,0,2.1,0,1,0,27.9,0,0.2,0
van gogh,Q28860334,Van Gogh,label,1,0,3.1,0,1,0,25.2,0,1,0
van gogh,Q28854520,Van Gogh,label,1,0,3.1,0,1,0,25.2,0,1,0
van gogh,Q28910311,Van Gogh,label,1,0,3.1,0,1,0,22.2,0,1,0
van gogh,Q61518785,van gogh,label,1,0,2.1,0,1,0,27.9,0,0.667,0
van gogh,Q15298485,van Gogh,label,1,1,2.1,2.4,1,0,28.1,0,0.667,0
van gogh,Q21136574,VANGL planar cell polarity protein 2,none,0,0,2.1,0,1,0,27.9,0,0.222,0
van gogh,Q15883459,Van Gogh Village Museum,none,0,0,3.1,1.1,1,0,32.9,0,0.667,0
van gogh,Q58317571,Van Gogh and Britain,none,0,0,2.1,1.1,1,0,26.6,0,1,0
van gogh,Q10896041,Van Goghhuis,none,0,0,3.1,1.39,1,0,32.9,0,0.5,0
van gogh,Q105322100,Van Gogh and Gauguin : the studio of the south,none,0,0,2.1,0,1,0,28.1,0,1,0
van gogh,Q21982915,VANGL planar cell polarity 1,none,0,0,2.1,0,1,0,27.9,0,0.2,0
van gogh,Q2517726,"Van Gogh church, Nuenen",none,0,0,3.1,1.1,1,0,17.1,0,1,0
van gogh,Q15883237,Van Gogh House,none,0,0,3.1,1.79,2,0,36.9,0,0.5,0
van gogh,Q28858175,Van Gogh and Nature,none,0,0,3.1,0,1,0,25.2,0,1,0
van gogh,Q110280042,Van Gogh Worldwide,none,0,0,3.1,0,2,0,16.1,0,1,0
van gogh,Q28841332,Van Gogh: Face to Face,none,0,0,3.1,0,1,0,25.2,0,1,0
van gogh,Q99397479,Van-Gogh-Straße,none,0,0,0,0.69,1,0,24.6,0,1,0
van gogh,Q100147586,Van Gogh Project,none,0,0,4.2,0.69,1,0,18.8,0,0.5,0
van gogh,Q28868160,Van Gogh in the Borinage: birth of an artist,none,0,0,4.2,0,1,0,25.2,0,1,0
van gogh,Q19620603,van Goghstraat,none,0,0,2.1,0,1,0,24.6,0,1,0
van gogh,Q106857584,Van-Gogh-Weg,none,0,0,0,0,1,0,24.6,0,1,0
van gogh,Q28863878,Van Gogh as Critic and Self-Critic,none,0,0,3.1,0,1,0,25.2,0,1,0
van gogh,Q28910510,Van Gogh in Paris,none,0,0,3.1,0,1,0,22.2,0,1,0
van gogh,Q21100614,VANGL planar cell polarity protein 1,none,0,0,2.1,0,1,0,27.9,0,0.2,0
van gogh,Q28834734,Van Gogh: Face to Face. The Portraits,none,0,0,2.1,0,1,0,28.1,0,1,0
van gogh,Q28860340,Van Gogh and Expressionism,none,0,0,3.1,0,1,0,25.2,0,1,0
van gogh,Q111472916,Eiltank 39,none,0,0,2.1,0.69,1,0,28,0,0.333,0
van gogh,Q47131712,Van Goghs Schweigen,none,0,0,1,0,1,0,26.7,0,0.5,0
van gogh,Q28858120,Van Gogh and the Hague School,none,0,0,3.1,0,1,0,25.2,0,1,0
van gogh,Q5582,Vincent van Gogh,alias,0,1,2.1,5.56,1,0,34.1,0,0.5,1
van gogh,Q34359,Hologramme Médical d'Urgence,none,0,0,0,3.04,3,0,36.8,0,0.167,0
van gogh,Q7402375,Saintes-Maries,none,0,0,2.1,2.4,1,0,47.6,0,0.667,0
van gogh,Q205456,Theo van Gogh,none,0,0,2.1,3.99,1,0,34.1,0,0.5,0
van gogh,Q77614,Van Gogh,label,1,0,2.1,1.39,1,0,30.4,0,1,0
van gogh,Q11900334,Van Gogh,label,1,0,2.1,0.69,1,0,19.6,0,1,0
van gogh,Q106378685,Van Gogh marchant à travers champs,none,0,0,2.1,0,1,0,16.7,0,1,0
van gogh,Q19620611,Van Goghstraat,none,0,0,1,0,1,0,24.6,0,1,0
van gogh,Q106858006,Van Gogh / Artaud. Le suicidé de la société,none,0,0,3.1,0,1,0,22.2,0,1,0
van gogh,Q106378974,Van Gogh à la palette,none,0,0,2.1,0,1,0,16.7,0,1,0
van gogh,Q17855191,Van Gogh award,none,0,0,2.1,0,0,1,0,20.3,1,0
van gogh,Q106379850,Van Gogh dessinant (MZS 302),none,0,0,2.1,0,1,0,16.7,0,1,0
van gogh,Q106379820,Van Gogh dessinant (MZS 058),none,0,0,2.1,0,1,0,16.7,0,1,0
van gogh,Q106378969,Van Gogh prédicateur,none,0,0,2.1,0,1,0,16.7,0,1,0
van gogh,Q106378686,Van Gogh dessinant,none,0,0,2.1,0,1,0,16.7,0,1,0
van gogh,Q19620622,rue Van Gogh,none,0,0,2.1,0,1,0,24.6,0,0.667,0
van gogh,Q29224378,Van Gogh,label,1,0,2.1,0,1,0,15.8,0,1,0
van gogh,Q119625610,Van Gogh,label,1,0,2.1,0,2,0,34.6,0,1,0
van gogh,Q56742778,arrêt Van Gogh,alias,0,1,2.1,0,1,0,24.7,0,0.667,0
van gogh,Q56870723,arrêt Van Gogh,alias,0,1,2.1,0,1,0,24.7,0,0.667,0
van gogh,Q724377,La Chambre de Van Gogh à Arles,none,0,0,2.1,3.76,1,0,47.6,0,0.4,0
van gogh,Q315318,pont Van-Gogh,none,0,0,0,1.95,2,0,26.2,0,0.5,0
van gogh,Q3450227,rue Van-Gogh,none,0,0,2.1,1.1,1,0,24.6,0,0.4,0
van gogh,Q2198679,Catharinakerk,none,0,0,0,1.1,1,0,17.1,0,1,0
van gogh,Q174963,MS Salamis Filoxenia,none,0,0,0,1.39,2,0,23.5,0,0.667,0
paintings,Q3305213,painting,label,1,1,2.1,4.06,1,3,11.9,45.4,0.333,1
paintings,Q18638520,Room 903,none,0,0,1,0.69,1,0,23.7,0,0.4,0
paintings,Q60997035,Paintings in the Cleveland Museum of Art in 1945,none,0,0,2.1,1.1,3,0,31.8,0,0.667,0
paintings,Q56230792,Catalogus of naamlyst van het uytmuntent cabinet Schilderyen nagelaaten en verkogt ten Huyzen van de Heer Willem Lormier op Maandag den 4 July 1763,none,0,0,2.1,0,1,0,15.4,0,0.5,0
paintings,Q19009168,Room 902,none,0,0,1,0.69,1,0,23.7,0,0.333,0
paintings,Q19317659,"paintings of the Italian Renaissance, hall XVIII",none,0,0,1,0.69,1,0,22.1,0,0.5,0
paintings,Q63845158,Paintings by Peder Balke,none,0,0,1,0,1,0,15.4,0,1,0
paintings,Q19018198,"Paintings Southern Netherlands, Antwerp, 1550-1580, Room 811",none,0,0,2.1,0.69,2,0,33.3,0,0.333,0
paintings,Q41189976,Room 734,none,0,0,1,0.69,1,0,23.7,0,0.5,0
paintings,Q548688,Paintings of the Months in Palazzo Schifanoia,none,0,0,1,1.39,1,1,17.7,26.1,1,0
paintings,Q29561652,"Italian Paintings: A Catalogue of the Collection of The Metropolitan Museum of Art. Vol. 1, Florentine School/",none,0,0,2.1,0.69,1,0,35.4,0,0.667,0
paintings,Q61456602,Paintings by Rembrandt - room 22,none,0,0,1,0.69,1,0,22.1,0,1,0
paintings,Q60049546,"Paintings in the Gemäldegalerie, Berlin - Room 38",none,0,0,1,0.69,1,0,22.1,0,1,0
paintings,Q3374401,paintings by Adolf Hitler,none,0,0,1,3.26,1,0,47.6,0,0.4,0
paintings,Q79478423,Paintings and Prints by Mallette Dean,none,0,0,2.1,0,1,0,25.2,0,0.667,0
paintings,Q66314559,"Paintings in the Gemäldegalerie, Berlin - Room 39",none,0,0,1,0.69,1,0,22.1,0,1,0
paintings,Q18386044,paintings conservator,none,0,0,3.1,1.61,1,1,24.9,34.8,0.667,0
paintings,Q26789044,paintings by Delacroix in Saint-Sulpice,none,0,0,1,0,1,0,38.4,0,1,0
paintings,Q107380949,"paintings by Giovanni Battista Tiepolo for San Pascual Baylon, Aranjuez",none,0,0,2.1,1.1,1,0,31.8,0,1,0
paintings,Q63845241,Paintings by mouth (Art & Language),none,0,0,3.1,0.69,1,0,47.6,0,0.5,0
paintings,Q2574145,Chronology of works by Caravaggio,none,0,0,2.1,3.18,2,0,32.2,0,0.333,0
paintings,Q12484997,Paintings of Water-Moon Avalokiteshvara,none,0,0,1,1.1,1,0,23.3,0,1,0
paintings,Q104904932,The Paintings for the Temple,none,0,0,2.1,0.69,1,0,47.6,0,0.667,0
paintings,Q2473802,Paintings in the Uffizi Gallery,none,0,0,1,1.61,1,0,22.5,0,0.4,0
paintings,Q19331941,paintings by Caravaggio in the Contarelli Chapel,none,0,0,2.1,1.61,1,0,47.6,0,1,0
paintings,Q110962690,"Paintings and decorative arts from the former J. G. Collection, Berlin, various art possessions: auction on September 25, 1941 - Berlin, 1941 (translation from German)",none,0,0,2.1,0,2,0,21,0,0.5,0
paintings,Q107313723,paintings restorer,none,0,0,2.1,0,1,1,24.9,23.8,0.667,0
paintings,Q28834630,"Paintings, Drawings and Sculpture Collected by Yale Alumni: An Exhibition",none,0,0,2.1,0,1,0,25.2,0,1,0
paintings,Q2624588,list of works by Titian,none,0,0,1,3.04,1,0,22.5,0,1,0
paintings,Q5651740,Tableaux pour la promenade des ducs d'Osuna,none,0,0,0,1.61,1,0,47.6,0,1,0
paintings,Q2308597,liste des œuvres de Michel-Ange,none,0,0,1,3.04,2,0,36.8,0,0.4,0
paintings,Q3147733,iconographie de Napoléon Ier,none,0,0,0,1.39,0,1,0,26.6,0.286,0
paintings,Q130997791,"Paintings by Jean Hélion, 1928-1964",none,0,0,1,0,1,0,26.6,0,1,0
paintings,Q11629,art of painting,none,0,0,3.1,5.35,3,2,39.8,34.2,0.5,0
paintings,Q296955,oil paint,none,0,0,2.1,3.83,0,2,0,34.1,0.154,0
paintings,Q861259,painting support,none,0,0,2.1,2.2,0,4,0,47.1,0.333,0
paintings,Q174705,oil painting,none,0,0,1,4.28,1,1,25.4,25.4,0.4,0
paintings,Q29048021,painting by this artist,none,0,0,2.1,0,1,1,24.7,24.2,1,0
paintings,Q1406161,artistic theme,none,0,0,3.1,2.4,1,2,24.7,30.1,0.125,0
paintings,Q15727816,painting series,none,0,0,3.1,0,1,2,23.2,35.3,0.5,0
paintings,Q107105674,mount,none,0,0,2.1,0,0,1,0,19.7,0.25,0
paintings,Q2351962,raster graphics editor,none,0,0,5.2,3.43,2,3,28.5,41.9,0.25,0
paintings,Q919348,Chinese painting,none,0,0,1,3.47,1,2,18.1,26.2,0.5,0
paintings,Q3374341,painting,label,1,0,2.1,2.2,0,1,0,25.2,1,0
paintings,Q3300034,painting material,none,0,0,2.1,1.39,0,1,0,32.6,0.286,0
paintings,Q18573970,group of paintings,none,0,0,5.2,0,0,2,0,33.7,0.333,0
paintings,Q1231896,painting technique,none,0,0,1,2.2,0,1,0,13.5,0.5,0
paintings,Q1772393,history of painting,none,0,0,1,3.37,1,1,25.4,23.6,0.5,0
paintings,Q16743958,genre of painting,none,0,0,2.1,1.39,2,1,41,19.3,0.333,0
paintings,Q3326867,painting movement,none,0,0,2.1,0.69,0,1,0,31.6,0.333,0
paintings,Q1683295,Japanese painting,none,0,0,2.1,3.18,1,2,18.1,25.5,0.667,0
paintings,Q497976,coloring book,none,0,0,2.1,3.58,0,5,0,44.9,0.5,0
paintings,Q17399019,style of painting,none,0,0,2.1,0.69,1,2,24.7,34.2,0.667,0
paintings,Q37545359,Painting,label,1,0,1,0.69,1,0,26.6,0,1,0
paintings,Q1979710,Painting the Century: 101 Portrait Masterpieces 1900-2000,none,0,0,1,1.79,1,0,25.2,0,0.667,0
paintings,Q56085814,Painting Pictures,none,0,0,1,0,1,0,21.1,0,1,0
paintings,Q6064255,Modèle:Infobox Art,none,0,0,1,4.56,1,0,17.6,0,1,0
mortality,Q58702,mortality rate,alias,0,1,5.2,4.16,2,1,21.9,12.5,0.333,1
mortality,Q1239812,mortality,label,1,0,1.7,1.79,0,1,0,24.8,0.667,0
mortality,Q104778232,COVID-19 mortality,none,0,0,2.6,1.1,0,1,0,47.5,0.25,0
mortality,Q18035959,MORF4L1,none,0,0,0.9,1.61,1,1,14.8,12.4,0.2,0
mortality,Q14402985,mortality,label,1,0,2.6,0.69,1,1,13.1,35.5,1,0
mortality,Q18034526,MORF4L2,none,0,0,0.9,1.61,1,1,14.8,12.4,0.4,0
mortality,Q56852608,Mortality,label,1,0,0.9,0,1,0,28.4,0,1,0
mortality,Q19055587,Mortality,label,1,0,0.9,0.69,1,0,13.6,0,1,0
mortality,Q6914399,excess mortality,none,0,0,0.9,2.89,0,1,0,47.5,0.5,0
mortality,Q6914402,mortality salience,none,0,0,1.7,0.69,0,1,0,20.2,1,0
mortality,Q21497907,Mortality factor 4 like 1,none,0,0,1.7,0,1,1,25.2,25.2,0.25,0
mortality,Q54460622,Mortality factor 4-like protein 1,none,0,0,0.9,0,1,1,22.3,5.7,0.5,0
mortality,Q21130545,Mortality factor 4 like 1,none,0,0,1.7,0,1,0,25.2,0,0.222,0
mortality,Q29743740,morf4l1,none,0,0,0.9,0,1,0,14.8,0,0.5,0
mortality,Q24412769,Morf4l1,none,0,0,0.9,0,1,1,14.8,12.4,0.667,0
mortality,Q18254941,Morf4l1,none,0,0,0.9,0,1,1,14.8,12.4,0.25,0
mortality,Q29680508,mrg-1,none,0,0,0.9,0,1,0,14.8,0,0.333,0
mortality,Q26379122,"Mortality among U.S. workers employed in the production of chemicals contaminated with 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",none,0,0,0.9,0,1,0,18.3,0,1,0
mortality,Q18258425,Morf4l2,none,0,0,0.9,0,1,1,14.8,12.4,0.286,0
mortality,Q54460623,Mortality factor 4-like protein 2,none,0,0,0.9,0,1,1,22.3,5.7,0.5,0
mortality,Q24392826,Morf4l2,none,0,0,0.9,0,1,1,14.8,12.4,0.5,0
mortality,Q18307551,Morf4l1b,none,0,0,0.9,0,1,1,14.8,12.4,0.4,0
mortality,Q21116368,Mortality factor 4 like 2,none,0,0,1.7,0,1,0,25.2,0,0.25,0
mortality,Q632184,life table,none,0,0,2.6,3.18,1,0,19.3,0,0.4,0
mortality,Q248780,mortality of the soul,none,0,0,0.9,1.61,0,0,0,0,1,0
mortality,Q21988662,Mortality factor 4 like 2,none,0,0,1.7,0,1,1,25.2,25.2,0.286,0
mortality,Q26374306,"Mortality analysis of workers exposed to chloroprene, final report for E.I. du Pont de Nemours and Co, Inc",none,0,0,0.9,0,1,0,18.3,0,1,0
mortality,Q61517710,mortality factor 4 protein 1 like,none,0,0,0.9,0,1,1,25.2,25.2,0.667,0
mortality,Q6914401,mortality forecasting,none,0,0,0.9,0.69,0,1,0,21,1,0
mortality,Q6914397,Mortality Medical Data System,none,0,0,1.7,0.69,0,0,0,0,1,0
mortality,Q3324542,mortality in France,none,0,0,3.5,0.69,1,0,47.5,0,1,0
mortality,Q28555926,Mortality factor 4 like 2,none,0,0,1.7,0,1,1,25.2,25.2,0.286,0
mortality,Q62315184,Mortality factor 4 protein 1,none,0,0,1.7,0,1,1,25.2,25.2,0.667,0
mortality,Q29823591,Mortality factor 4 like 1,none,0,0,1.7,0,1,0,25.2,0,0.5,0
mortality,Q24175139,mortality in Finland,none,0,0,1.7,0,1,0,47.5,0,1,0
mortality,Q26248520,Mortality among ferrous foundry workers,none,0,0,0.9,0,1,0,18.3,0,1,0
mortality,Q26372778,Mortality of workers exposed to polychlorinated biphenyls - an update,none,0,0,0.9,0,1,0,18.3,0,1,0
longitudinal,Q1758614,longitudinal study,none,0,0,3.5,3.33,0,2,0,33.8,0.333,0
longitudinal,Q1411024,fibular hemimelia,none,0,0,0.9,2.2,2,2,34.4,32,0.333,0
longitudinal,Q51967449,Longitudinal Sur,none,0,0,0.9,1.1,1,0,26.7,0,0.667,0
longitudinal,Q17627190,hemimelia,none,0,0,0.9,1.79,2,3,34.4,33.9,0.667,0
longitudinal,Q626707,longitudinal wave,none,0,0,0.9,3.89,0,1,0,8,1,0
longitudinal,Q89627152,Longitudinal Norte,none,0,0,0.9,1.1,1,0,26.7,0,1,0
longitudinal,Q112058805,longitudinal gradient,none,0,0,0.9,0,0,1,0,27.7,1,0
longitudinal,Q380410,longitudinal axis,none,0,0,0.9,1.61,1,0,9,0,0.667,0
longitudinal,Q1420988,longitudinal cerebral fissure,none,0,0,0.9,2.94,2,2,35.8,26.5,0.333,0
longitudinal,Q21113194,longitudinal sarcoplasmic reticulum,none,0,0,0.9,0,1,1,17.7,13.4,1,0
longitudinal,Q6674015,longitudinal striae of Lancisi,none,0,0,0.9,1.1,1,1,31.9,3.9,1,0
longitudinal,Q6674017,Longitudinal static stability,none,0,0,0.9,2.48,0,1,0,22.4,0.5,0
longitudinal,Q56303303,meridional,none,0,0,0.9,1.39,1,0,30.2,0,0.4,0
longitudinal,Q1031793,Chilean Central Valley,none,0,0,0.9,3.04,1,0,20.2,0,0.333,0
longitudinal,Q6674007,longitudinal framing,none,0,0,0.9,1.61,1,0,7.3,0,0.667,0
